"Notes"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age"	"Age Code"	"Gender"	"Gender Code"	Population
	"2003"	"2003"	"76 years"	"76"	"Male"	"M"	667787
	"2003"	"2003"	"77 years"	"77"	"Female"	"F"	868089
	"2003"	"2003"	"77 years"	"77"	"Male"	"M"	621701
	"2003"	"2003"	"78 years"	"78"	"Female"	"F"	861328
	"2003"	"2003"	"78 years"	"78"	"Male"	"M"	595667
	"2003"	"2003"	"79 years"	"79"	"Female"	"F"	817634
	"2003"	"2003"	"79 years"	"79"	"Male"	"M"	548486
	"2003"	"2003"	"80 years"	"80"	"Female"	"F"	760319
	"2003"	"2003"	"80 years"	"80"	"Male"	"M"	499405
	"2003"	"2003"	"81 years"	"81"	"Female"	"F"	732492
	"2003"	"2003"	"81 years"	"81"	"Male"	"M"	464268
	"2003"	"2003"	"82 years"	"82"	"Female"	"F"	683447
	"2003"	"2003"	"82 years"	"82"	"Male"	"M"	417522
	"2003"	"2003"	"83 years"	"83"	"Female"	"F"	630578
	"2003"	"2003"	"83 years"	"83"	"Male"	"M"	367149
	"2003"	"2003"	"84 years"	"84"	"Female"	"F"	540339
	"2003"	"2003"	"84 years"	"84"	"Male"	"M"	303077
	"2003"	"2003"	"85+ years"	"85+"	"Female"	"F"	3127975
	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	1338201
	"2004"	"2004"	"< 1 year"	"0"	"Female"	"F"	1962216
	"2004"	"2004"	"< 1 year"	"0"	"Male"	"M"	2052042
	"2004"	"2004"	"1 year"	"1"	"Female"	"F"	1932894
	"2004"	"2004"	"1 year"	"1"	"Male"	"M"	2020169
	"2004"	"2004"	"2 years"	"2"	"Female"	"F"	1925324
	"2004"	"2004"	"2 years"	"2"	"Male"	"M"	2008411
	"2004"	"2004"	"3 years"	"3"	"Female"	"F"	1962287
	"2004"	"2004"	"3 years"	"3"	"Male"	"M"	2045933
	"2004"	"2004"	"4 years"	"4"	"Female"	"F"	1892670
	"2004"	"2004"	"4 years"	"4"	"Male"	"M"	1983939
	"2004"	"2004"	"5 years"	"5"	"Female"	"F"	1871767
	"2004"	"2004"	"5 years"	"5"	"Male"	"M"	1957840
	"2004"	"2004"	"6 years"	"6"	"Female"	"F"	1867533
	"2004"	"2004"	"6 years"	"6"	"Male"	"M"	1954556
	"2004"	"2004"	"7 years"	"7"	"Female"	"F"	1883869
	"2004"	"2004"	"7 years"	"7"	"Male"	"M"	1966777
	"2004"	"2004"	"8 years"	"8"	"Female"	"F"	1920442
	"2004"	"2004"	"8 years"	"8"	"Male"	"M"	2012719
	"2004"	"2004"	"9 years"	"9"	"Female"	"F"	1959620
	"2004"	"2004"	"9 years"	"9"	"Male"	"M"	2059114
	"2004"	"2004"	"10 years"	"10"	"Female"	"F"	2026099
	"2004"	"2004"	"10 years"	"10"	"Male"	"M"	2125852
	"2004"	"2004"	"11 years"	"11"	"Female"	"F"	2050854
	"2004"	"2004"	"11 years"	"11"	"Male"	"M"	2156867
	"2004"	"2004"	"12 years"	"12"	"Female"	"F"	2097086
	"2004"	"2004"	"12 years"	"12"	"Male"	"M"	2196464
	"2004"	"2004"	"13 years"	"13"	"Female"	"F"	2122487
	"2004"	"2004"	"13 years"	"13"	"Male"	"M"	2227712
	"2004"	"2004"	"14 years"	"14"	"Female"	"F"	2147180
	"2004"	"2004"	"14 years"	"14"	"Male"	"M"	2261079
	"2004"	"2004"	"15 years"	"15"	"Female"	"F"	2076760
	"2004"	"2004"	"15 years"	"15"	"Male"	"M"	2188103
	"2004"	"2004"	"16 years"	"16"	"Female"	"F"	2048548
	"2004"	"2004"	"16 years"	"16"	"Male"	"M"	2165214
	"2004"	"2004"	"17 years"	"17"	"Female"	"F"	2021150
	"2004"	"2004"	"17 years"	"17"	"Male"	"M"	2146158
	"2004"	"2004"	"18 years"	"18"	"Female"	"F"	2041748
	"2004"	"2004"	"18 years"	"18"	"Male"	"M"	2172313
	"2004"	"2004"	"19 years"	"19"	"Female"	"F"	2054587
	"2004"	"2004"	"19 years"	"19"	"Male"	"M"	2187971
	"2004"	"2004"	"20 years"	"20"	"Female"	"F"	1998909
	"2004"	"2004"	"20 years"	"20"	"Male"	"M"	2132862
	"2004"	"2004"	"21 years"	"21"	"Female"	"F"	2024168
	"2004"	"2004"	"21 years"	"21"	"Male"	"M"	2156023
	"2004"	"2004"	"22 years"	"22"	"Female"	"F"	2035635
	"2004"	"2004"	"22 years"	"22"	"Male"	"M"	2137442
	"2004"	"2004"	"23 years"	"23"	"Female"	"F"	2069230
	"2004"	"2004"	"23 years"	"23"	"Male"	"M"	2123444
	"2004"	"2004"	"24 years"	"24"	"Female"	"F"	2062699
	"2004"	"2004"	"24 years"	"24"	"Male"	"M"	2105148
	"2004"	"2004"	"25 years"	"25"	"Female"	"F"	1970554
	"2004"	"2004"	"25 years"	"25"	"Male"	"M"	2010965
	"2004"	"2004"	"26 years"	"26"	"Female"	"F"	1904276
	"2004"	"2004"	"26 years"	"26"	"Male"	"M"	1933949
	"2004"	"2004"	"27 years"	"27"	"Female"	"F"	1890889
	"2004"	"2004"	"27 years"	"27"	"Male"	"M"	1910787
	"2004"	"2004"	"28 years"	"28"	"Female"	"F"	1835016
	"2004"	"2004"	"28 years"	"28"	"Male"	"M"	1862479
	"2004"	"2004"	"29 years"	"29"	"Female"	"F"	1878345
	"2004"	"2004"	"29 years"	"29"	"Male"	"M"	1909795
	"2004"	"2004"	"30 years"	"30"	"Female"	"F"	1853220
	"2004"	"2004"	"30 years"	"30"	"Male"	"M"	1884720
	"2004"	"2004"	"31 years"	"31"	"Female"	"F"	1889889
	"2004"	"2004"	"31 years"	"31"	"Male"	"M"	1901095
	"2004"	"2004"	"32 years"	"32"	"Female"	"F"	2006472
	"2004"	"2004"	"32 years"	"32"	"Male"	"M"	2017316
	"2004"	"2004"	"33 years"	"33"	"Female"	"F"	2129110
	"2004"	"2004"	"33 years"	"33"	"Male"	"M"	2128284
	"2004"	"2004"	"34 years"	"34"	"Female"	"F"	2162454
	"2004"	"2004"	"34 years"	"34"	"Male"	"M"	2186941
	"2004"	"2004"	"35 years"	"35"	"Female"	"F"	2057123
	"2004"	"2004"	"35 years"	"35"	"Male"	"M"	2069933
	"2004"	"2004"	"36 years"	"36"	"Female"	"F"	2025428
	"2004"	"2004"	"36 years"	"36"	"Male"	"M"	2023152
	"2004"	"2004"	"37 years"	"37"	"Female"	"F"	2034825
	"2004"	"2004"	"37 years"	"37"	"Male"	"M"	2017065
	"2004"	"2004"	"38 years"	"38"	"Female"	"F"	2093890
	"2004"	"2004"	"38 years"	"38"	"Male"	"M"	2080137
	"2004"	"2004"	"39 years"	"39"	"Female"	"F"	2242054
	"2004"	"2004"	"39 years"	"39"	"Male"	"M"	2231042
	"2004"	"2004"	"40 years"	"40"	"Female"	"F"	2287941
	"2004"	"2004"	"40 years"	"40"	"Male"	"M"	2252988
	"2004"	"2004"	"41 years"	"41"	"Female"	"F"	2291770
	"2004"	"2004"	"41 years"	"41"	"Male"	"M"	2248606
	"2004"	"2004"	"42 years"	"42"	"Female"	"F"	2296066
	"2004"	"2004"	"42 years"	"42"	"Male"	"M"	2258953
	"2004"	"2004"	"43 years"	"43"	"Female"	"F"	2331007
	"2004"	"2004"	"43 years"	"43"	"Male"	"M"	2279113
	"2004"	"2004"	"44 years"	"44"	"Female"	"F"	2355630
	"2004"	"2004"	"44 years"	"44"	"Male"	"M"	2323552
	"2004"	"2004"	"45 years"	"45"	"Female"	"F"	2271294
	"2004"	"2004"	"45 years"	"45"	"Male"	"M"	2215272
	"2004"	"2004"	"46 years"	"46"	"Female"	"F"	2278419
	"2004"	"2004"	"46 years"	"46"	"Male"	"M"	2227648
	"2004"	"2004"	"47 years"	"47"	"Female"	"F"	2265496
	"2004"	"2004"	"47 years"	"47"	"Male"	"M"	2199700
	"2004"	"2004"	"48 years"	"48"	"Female"	"F"	2179769
	"2004"	"2004"	"48 years"	"48"	"Male"	"M"	2107717
	"2004"	"2004"	"49 years"	"49"	"Female"	"F"	2189528
	"2004"	"2004"	"49 years"	"49"	"Male"	"M"	2130419
	"2004"	"2004"	"50 years"	"50"	"Female"	"F"	2102958
	"2004"	"2004"	"50 years"	"50"	"Male"	"M"	2018146
	"2004"	"2004"	"51 years"	"51"	"Female"	"F"	2048324
	"2004"	"2004"	"51 years"	"51"	"Male"	"M"	1961738
	"2004"	"2004"	"52 years"	"52"	"Female"	"F"	1976684
	"2004"	"2004"	"52 years"	"52"	"Male"	"M"	1891504
	"2004"	"2004"	"53 years"	"53"	"Female"	"F"	1937112
	"2004"	"2004"	"53 years"	"53"	"Male"	"M"	1845760
	"2004"	"2004"	"54 years"	"54"	"Female"	"F"	1934545
	"2004"	"2004"	"54 years"	"54"	"Male"	"M"	1847897
	"2004"	"2004"	"55 years"	"55"	"Female"	"F"	1859415
	"2004"	"2004"	"55 years"	"55"	"Male"	"M"	1758586
	"2004"	"2004"	"56 years"	"56"	"Female"	"F"	1850723
	"2004"	"2004"	"56 years"	"56"	"Male"	"M"	1753133
	"2004"	"2004"	"57 years"	"57"	"Female"	"F"	1933353
	"2004"	"2004"	"57 years"	"57"	"Male"	"M"	1830349
	"2004"	"2004"	"58 years"	"58"	"Female"	"F"	1455355
	"2004"	"2004"	"58 years"	"58"	"Male"	"M"	1364399
	"2004"	"2004"	"59 years"	"59"	"Female"	"F"	1449103
	"2004"	"2004"	"59 years"	"59"	"Male"	"M"	1352760
	"2004"	"2004"	"60 years"	"60"	"Female"	"F"	1423305
	"2004"	"2004"	"60 years"	"60"	"Male"	"M"	1315754
	"2004"	"2004"	"61 years"	"61"	"Female"	"F"	1482907
	"2004"	"2004"	"61 years"	"61"	"Male"	"M"	1365695
	"2004"	"2004"	"62 years"	"62"	"Female"	"F"	1316213
	"2004"	"2004"	"62 years"	"62"	"Male"	"M"	1199144
	"2004"	"2004"	"63 years"	"63"	"Female"	"F"	1226632
	"2004"	"2004"	"63 years"	"63"	"Male"	"M"	1108921
	"2004"	"2004"	"64 years"	"64"	"Female"	"F"	1188741
	"2004"	"2004"	"64 years"	"64"	"Male"	"M"	1070816
	"2004"	"2004"	"65 years"	"65"	"Female"	"F"	1132615
	"2004"	"2004"	"65 years"	"65"	"Male"	"M"	1015816
	"2004"	"2004"	"66 years"	"66"	"Female"	"F"	1112641
	"2004"	"2004"	"66 years"	"66"	"Male"	"M"	986009
	"2004"	"2004"	"67 years"	"67"	"Female"	"F"	1052462
	"2004"	"2004"	"67 years"	"67"	"Male"	"M"	922625
	"2004"	"2004"	"68 years"	"68"	"Female"	"F"	1035666
	"2004"	"2004"	"68 years"	"68"	"Male"	"M"	895181
	"2004"	"2004"	"69 years"	"69"	"Female"	"F"	1037034
	"2004"	"2004"	"69 years"	"69"	"Male"	"M"	883380
	"2004"	"2004"	"70 years"	"70"	"Female"	"F"	948585
	"2004"	"2004"	"70 years"	"70"	"Male"	"M"	796318
	"2004"	"2004"	"71 years"	"71"	"Female"	"F"	956125
	"2004"	"2004"	"71 years"	"71"	"Male"	"M"	791222
	"2004"	"2004"	"72 years"	"72"	"Female"	"F"	944588
	"2004"	"2004"	"72 years"	"72"	"Male"	"M"	769205
	"2004"	"2004"	"73 years"	"73"	"Female"	"F"	939444
	"2004"	"2004"	"73 years"	"73"	"Male"	"M"	752487
	"2004"	"2004"	"74 years"	"74"	"Female"	"F"	951203
	"2004"	"2004"	"74 years"	"74"	"Male"	"M"	744927
	"2004"	"2004"	"75 years"	"75"	"Female"	"F"	894247
	"2004"	"2004"	"75 years"	"75"	"Male"	"M"	686874
	"2004"	"2004"	"76 years"	"76"	"Female"	"F"	895466
	"2004"	"2004"	"76 years"	"76"	"Male"	"M"	671287
	"2004"	"2004"	"77 years"	"77"	"Female"	"F"	868370
	"2004"	"2004"	"77 years"	"77"	"Male"	"M"	633496
	"2004"	"2004"	"78 years"	"78"	"Female"	"F"	837128
	"2004"	"2004"	"78 years"	"78"	"Male"	"M"	588554
	"2004"	"2004"	"79 years"	"79"	"Female"	"F"	826108
	"2004"	"2004"	"79 years"	"79"	"Male"	"M"	559869
	"2004"	"2004"	"80 years"	"80"	"Female"	"F"	777143
	"2004"	"2004"	"80 years"	"80"	"Male"	"M"	509590
	"2004"	"2004"	"81 years"	"81"	"Female"	"F"	724777
	"2004"	"2004"	"81 years"	"81"	"Male"	"M"	464757
	"2004"	"2004"	"82 years"	"82"	"Female"	"F"	689937
	"2004"	"2004"	"82 years"	"82"	"Male"	"M"	425169
	"2004"	"2004"	"83 years"	"83"	"Female"	"F"	641326
	"2004"	"2004"	"83 years"	"83"	"Male"	"M"	381825
	"2004"	"2004"	"84 years"	"84"	"Female"	"F"	584240
	"2004"	"2004"	"84 years"	"84"	"Male"	"M"	329740
	"2004"	"2004"	"85+ years"	"85+"	"Female"	"F"	3166584
	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	1379299
	"2005"	"2005"	"< 1 year"	"0"	"Female"	"F"	1956682
	"2005"	"2005"	"< 1 year"	"0"	"Male"	"M"	2047711
	"2005"	"2005"	"1 year"	"1"	"Female"	"F"	1950494
	"2005"	"2005"	"1 year"	"1"	"Male"	"M"	2036538
	"2005"	"2005"	"2 years"	"2"	"Female"	"F"	1932337
	"2005"	"2005"	"2 years"	"2"	"Male"	"M"	2020295
	"2005"	"2005"	"3 years"	"3"	"Female"	"F"	1930395
	"2005"	"2005"	"3 years"	"3"	"Male"	"M"	2012820
	"2005"	"2005"	"4 years"	"4"	"Female"	"F"	1971897
	"2005"	"2005"	"4 years"	"4"	"Male"	"M"	2058231
	"2005"	"2005"	"5 years"	"5"	"Female"	"F"	1901483
	"2005"	"2005"	"5 years"	"5"	"Male"	"M"	1991645
	"2005"	"2005"	"6 years"	"6"	"Female"	"F"	1871697
	"2005"	"2005"	"6 years"	"6"	"Male"	"M"	1956456
	"2005"	"2005"	"7 years"	"7"	"Female"	"F"	1876179
	"2005"	"2005"	"7 years"	"7"	"Male"	"M"	1962661
	"2005"	"2005"	"8 years"	"8"	"Female"	"F"	1888355
	"2005"	"2005"	"8 years"	"8"	"Male"	"M"	1973522
	"2005"	"2005"	"9 years"	"9"	"Female"	"F"	1936186
	"2005"	"2005"	"9 years"	"9"	"Male"	"M"	2030883
	"2005"	"2005"	"10 years"	"10"	"Female"	"F"	2024518
	"2005"	"2005"	"10 years"	"10"	"Male"	"M"	2125604
	"2005"	"2005"	"11 years"	"11"	"Female"	"F"	2024711
	"2005"	"2005"	"11 years"	"11"	"Male"	"M"	2124517
	"2005"	"2005"	"12 years"	"12"	"Female"	"F"	2072265
	"2005"	"2005"	"12 years"	"12"	"Male"	"M"	2178897
	"2005"	"2005"	"13 years"	"13"	"Female"	"F"	2104267
	"2005"	"2005"	"13 years"	"13"	"Male"	"M"	2204584
	"2005"	"2005"	"14 years"	"14"	"Female"	"F"	2122621
	"2005"	"2005"	"14 years"	"14"	"Male"	"M"	2230595
	"2005"	"2005"	"15 years"	"15"	"Female"	"F"	2168521
	"2005"	"2005"	"15 years"	"15"	"Male"	"M"	2288448
	"2005"	"2005"	"16 years"	"16"	"Female"	"F"	2094194
	"2005"	"2005"	"16 years"	"16"	"Male"	"M"	2213951
	"2005"	"2005"	"17 years"	"17"	"Female"	"F"	2055847
	"2005"	"2005"	"17 years"	"17"	"Male"	"M"	2183662
	"2005"	"2005"	"18 years"	"18"	"Female"	"F"	2050714
	"2005"	"2005"	"18 years"	"18"	"Male"	"M"	2174412
	"2005"	"2005"	"19 years"	"19"	"Female"	"F"	2065513
	"2005"	"2005"	"19 years"	"19"	"Male"	"M"	2190952
	"2005"	"2005"	"20 years"	"20"	"Female"	"F"	2055521
	"2005"	"2005"	"20 years"	"20"	"Male"	"M"	2185676
	"2005"	"2005"	"21 years"	"21"	"Female"	"F"	2011168
	"2005"	"2005"	"21 years"	"21"	"Male"	"M"	2139490
	"2005"	"2005"	"22 years"	"22"	"Female"	"F"	2024927
	"2005"	"2005"	"22 years"	"22"	"Male"	"M"	2151169
	"2005"	"2005"	"23 years"	"23"	"Female"	"F"	2046870
	"2005"	"2005"	"23 years"	"23"	"Male"	"M"	2136786
	"2005"	"2005"	"24 years"	"24"	"Female"	"F"	2084320
	"2005"	"2005"	"24 years"	"24"	"Male"	"M"	2124028
	"2005"	"2005"	"25 years"	"25"	"Female"	"F"	2090577
	"2005"	"2005"	"25 years"	"25"	"Male"	"M"	2115519
	"2005"	"2005"	"26 years"	"26"	"Female"	"F"	1973649
	"2005"	"2005"	"26 years"	"26"	"Male"	"M"	1993073
	"2005"	"2005"	"27 years"	"27"	"Female"	"F"	1927615
	"2005"	"2005"	"27 years"	"27"	"Male"	"M"	1942425
	"2005"	"2005"	"28 years"	"28"	"Female"	"F"	1891577
	"2005"	"2005"	"28 years"	"28"	"Male"	"M"	1913949
	"2005"	"2005"	"29 years"	"29"	"Female"	"F"	1829126
	"2005"	"2005"	"29 years"	"29"	"Male"	"M"	1857200
	"2005"	"2005"	"30 years"	"30"	"Female"	"F"	1914556
	"2005"	"2005"	"30 years"	"30"	"Male"	"M"	1952025
	"2005"	"2005"	"31 years"	"31"	"Female"	"F"	1845744
	"2005"	"2005"	"31 years"	"31"	"Male"	"M"	1859850
	"2005"	"2005"	"32 years"	"32"	"Female"	"F"	1921927
	"2005"	"2005"	"32 years"	"32"	"Male"	"M"	1926111
	"2005"	"2005"	"33 years"	"33"	"Female"	"F"	2015588
	"2005"	"2005"	"33 years"	"33"	"Male"	"M"	2019457
	"2005"	"2005"	"34 years"	"34"	"Female"	"F"	2137339
	"2005"	"2005"	"34 years"	"34"	"Male"	"M"	2131340
	"2005"	"2005"	"35 years"	"35"	"Female"	"F"	2176855
	"2005"	"2005"	"35 years"	"35"	"Male"	"M"	2200202
	"2005"	"2005"	"36 years"	"36"	"Female"	"F"	2064403
	"2005"	"2005"	"36 years"	"36"	"Male"	"M"	2066098
	"2005"	"2005"	"37 years"	"37"	"Female"	"F"	2028122
	"2005"	"2005"	"37 years"	"37"	"Male"	"M"	2016811
	"2005"	"2005"	"38 years"	"38"	"Female"	"F"	2041731
	"2005"	"2005"	"38 years"	"38"	"Male"	"M"	2018877
	"2005"	"2005"	"39 years"	"39"	"Female"	"F"	2100509
	"2005"	"2005"	"39 years"	"39"	"Male"	"M"	2085045
	"2005"	"2005"	"40 years"	"40"	"Female"	"F"	2244129
	"2005"	"2005"	"40 years"	"40"	"Male"	"M"	2226254
	"2005"	"2005"	"41 years"	"41"	"Female"	"F"	2295371
	"2005"	"2005"	"41 years"	"41"	"Male"	"M"	2258597
	"2005"	"2005"	"42 years"	"42"	"Female"	"F"	2291530
	"2005"	"2005"	"42 years"	"42"	"Male"	"M"	2245748
	"2005"	"2005"	"43 years"	"43"	"Female"	"F"	2301346
	"2005"	"2005"	"43 years"	"43"	"Male"	"M"	2258382
	"2005"	"2005"	"44 years"	"44"	"Female"	"F"	2321347
	"2005"	"2005"	"44 years"	"44"	"Male"	"M"	2264181
	"2005"	"2005"	"45 years"	"45"	"Female"	"F"	2352677
	"2005"	"2005"	"45 years"	"45"	"Male"	"M"	2314057
	"2005"	"2005"	"46 years"	"46"	"Female"	"F"	2276013
	"2005"	"2005"	"46 years"	"46"	"Male"	"M"	2220792
	"2005"	"2005"	"47 years"	"47"	"Female"	"F"	2283353
	"2005"	"2005"	"47 years"	"47"	"Male"	"M"	2228342
	"2005"	"2005"	"48 years"	"48"	"Female"	"F"	2261293
	"2005"	"2005"	"48 years"	"48"	"Male"	"M"	2188567
	"2005"	"2005"	"49 years"	"49"	"Female"	"F"	2183752
	"2005"	"2005"	"49 years"	"49"	"Male"	"M"	2108325
	"2005"	"2005"	"50 years"	"50"	"Female"	"F"	2181791
	"2005"	"2005"	"50 years"	"50"	"Male"	"M"	2113557
	"2005"	"2005"	"51 years"	"51"	"Female"	"F"	2112391
	"2005"	"2005"	"51 years"	"51"	"Male"	"M"	2026203
	"2005"	"2005"	"52 years"	"52"	"Female"	"F"	2041805
	"2005"	"2005"	"52 years"	"52"	"Male"	"M"	1947260
	"2005"	"2005"	"53 years"	"53"	"Female"	"F"	1980116
	"2005"	"2005"	"53 years"	"53"	"Male"	"M"	1891790
	"2005"	"2005"	"54 years"	"54"	"Female"	"F"	1941338
	"2005"	"2005"	"54 years"	"54"	"Male"	"M"	1842482
	"2005"	"2005"	"55 years"	"55"	"Female"	"F"	1923637
	"2005"	"2005"	"55 years"	"55"	"Male"	"M"	1824610
	"2005"	"2005"	"56 years"	"56"	"Female"	"F"	1863943
	"2005"	"2005"	"56 years"	"56"	"Male"	"M"	1761297
	"2005"	"2005"	"57 years"	"57"	"Female"	"F"	1842786
	"2005"	"2005"	"57 years"	"57"	"Male"	"M"	1739222
	"2005"	"2005"	"58 years"	"58"	"Female"	"F"	1929365
	"2005"	"2005"	"58 years"	"58"	"Male"	"M"	1819296
	"2005"	"2005"	"59 years"	"59"	"Female"	"F"	1448128
	"2005"	"2005"	"59 years"	"59"	"Male"	"M"	1350936
	"2005"	"2005"	"60 years"	"60"	"Female"	"F"	1433435
	"2005"	"2005"	"60 years"	"60"	"Male"	"M"	1330174
	"2005"	"2005"	"61 years"	"61"	"Female"	"F"	1428216
	"2005"	"2005"	"61 years"	"61"	"Male"	"M"	1316923
	"2005"	"2005"	"62 years"	"62"	"Female"	"F"	1475790
	"2005"	"2005"	"62 years"	"62"	"Male"	"M"	1351274
	"2005"	"2005"	"63 years"	"63"	"Female"	"F"	1310319
	"2005"	"2005"	"63 years"	"63"	"Male"	"M"	1188493
	"2005"	"2005"	"64 years"	"64"	"Female"	"F"	1212791
	"2005"	"2005"	"64 years"	"64"	"Male"	"M"	1090862
	"2005"	"2005"	"65 years"	"65"	"Female"	"F"	1183371
	"2005"	"2005"	"65 years"	"65"	"Male"	"M"	1057487
	"2005"	"2005"	"66 years"	"66"	"Female"	"F"	1121292
	"2005"	"2005"	"66 years"	"66"	"Male"	"M"	1000448
	"2005"	"2005"	"67 years"	"67"	"Female"	"F"	1102944
	"2005"	"2005"	"67 years"	"67"	"Male"	"M"	971691
	"2005"	"2005"	"68 years"	"68"	"Female"	"F"	1040489
	"2005"	"2005"	"68 years"	"68"	"Male"	"M"	904790
	"2005"	"2005"	"69 years"	"69"	"Female"	"F"	1021404
	"2005"	"2005"	"69 years"	"69"	"Male"	"M"	874711
	"2005"	"2005"	"70 years"	"70"	"Female"	"F"	1016272
	"2005"	"2005"	"70 years"	"70"	"Male"	"M"	857454
	"2005"	"2005"	"71 years"	"71"	"Female"	"F"	937061
	"2005"	"2005"	"71 years"	"71"	"Male"	"M"	781306
	"2005"	"2005"	"72 years"	"72"	"Female"	"F"	935793
	"2005"	"2005"	"72 years"	"72"	"Male"	"M"	765167
	"2005"	"2005"	"73 years"	"73"	"Female"	"F"	925511
	"2005"	"2005"	"73 years"	"73"	"Male"	"M"	746001
	"2005"	"2005"	"74 years"	"74"	"Female"	"F"	914432
	"2005"	"2005"	"74 years"	"74"	"Male"	"M"	724073
	"2005"	"2005"	"75 years"	"75"	"Female"	"F"	920144
	"2005"	"2005"	"75 years"	"75"	"Male"	"M"	709619
	"2005"	"2005"	"76 years"	"76"	"Female"	"F"	872922
	"2005"	"2005"	"76 years"	"76"	"Male"	"M"	662437
	"2005"	"2005"	"77 years"	"77"	"Female"	"F"	864332
	"2005"	"2005"	"77 years"	"77"	"Male"	"M"	637311
	"2005"	"2005"	"78 years"	"78"	"Female"	"F"	838488
	"2005"	"2005"	"78 years"	"78"	"Male"	"M"	600987
	"2005"	"2005"	"79 years"	"79"	"Female"	"F"	803370
	"2005"	"2005"	"79 years"	"79"	"Male"	"M"	553999
	"2005"	"2005"	"80 years"	"80"	"Female"	"F"	785122
	"2005"	"2005"	"80 years"	"80"	"Male"	"M"	520539
	"2005"	"2005"	"81 years"	"81"	"Female"	"F"	742630
	"2005"	"2005"	"81 years"	"81"	"Male"	"M"	475653
	"2005"	"2005"	"82 years"	"82"	"Female"	"F"	683339
	"2005"	"2005"	"82 years"	"82"	"Male"	"M"	426417
	"2005"	"2005"	"83 years"	"83"	"Female"	"F"	648391
	"2005"	"2005"	"83 years"	"83"	"Male"	"M"	390040
	"2005"	"2005"	"84 years"	"84"	"Female"	"F"	595097
	"2005"	"2005"	"84 years"	"84"	"Male"	"M"	343965
	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	3249455
	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	1443844
	"2006"	"2006"	"< 1 year"	"0"	"Female"	"F"	1975919
	"2006"	"2006"	"< 1 year"	"0"	"Male"	"M"	2065819
	"2006"	"2006"	"1 year"	"1"	"Female"	"F"	1942541
	"2006"	"2006"	"1 year"	"1"	"Male"	"M"	2029583
	"2006"	"2006"	"2 years"	"2"	"Female"	"F"	1950420
	"2006"	"2006"	"2 years"	"2"	"Male"	"M"	2037699
	"2006"	"2006"	"3 years"	"3"	"Female"	"F"	1939447
	"2006"	"2006"	"3 years"	"3"	"Male"	"M"	2026575
	"2006"	"2006"	"4 years"	"4"	"Female"	"F"	1942684
	"2006"	"2006"	"4 years"	"4"	"Male"	"M"	2028196
	"2006"	"2006"	"5 years"	"5"	"Female"	"F"	1982961
	"2006"	"2006"	"5 years"	"5"	"Male"	"M"	2067621
	"2006"	"2006"	"6 years"	"6"	"Female"	"F"	1901451
	"2006"	"2006"	"6 years"	"6"	"Male"	"M"	1989878
	"2006"	"2006"	"7 years"	"7"	"Female"	"F"	1882266
	"2006"	"2006"	"7 years"	"7"	"Male"	"M"	1966492
	"2006"	"2006"	"8 years"	"8"	"Female"	"F"	1881597
	"2006"	"2006"	"8 years"	"8"	"Male"	"M"	1970668
	"2006"	"2006"	"9 years"	"9"	"Female"	"F"	1906898
	"2006"	"2006"	"9 years"	"9"	"Male"	"M"	1994856
	"2006"	"2006"	"10 years"	"10"	"Female"	"F"	2012412
	"2006"	"2006"	"10 years"	"10"	"Male"	"M"	2108693
	"2006"	"2006"	"11 years"	"11"	"Female"	"F"	2020446
	"2006"	"2006"	"11 years"	"11"	"Male"	"M"	2121524
	"2006"	"2006"	"12 years"	"12"	"Female"	"F"	2048001
	"2006"	"2006"	"12 years"	"12"	"Male"	"M"	2148879
	"2006"	"2006"	"13 years"	"13"	"Female"	"F"	2078526
	"2006"	"2006"	"13 years"	"13"	"Male"	"M"	2186207
	"2006"	"2006"	"14 years"	"14"	"Female"	"F"	2102559
	"2006"	"2006"	"14 years"	"14"	"Male"	"M"	2205891
	"2006"	"2006"	"15 years"	"15"	"Female"	"F"	2146323
	"2006"	"2006"	"15 years"	"15"	"Male"	"M"	2260192
	"2006"	"2006"	"16 years"	"16"	"Female"	"F"	2187586
	"2006"	"2006"	"16 years"	"16"	"Male"	"M"	2315411
	"2006"	"2006"	"17 years"	"17"	"Female"	"F"	2100214
	"2006"	"2006"	"17 years"	"17"	"Male"	"M"	2231279
	"2006"	"2006"	"18 years"	"18"	"Female"	"F"	2088493
	"2006"	"2006"	"18 years"	"18"	"Male"	"M"	2212557
	"2006"	"2006"	"19 years"	"19"	"Female"	"F"	2074677
	"2006"	"2006"	"19 years"	"19"	"Male"	"M"	2190977
	"2006"	"2006"	"20 years"	"20"	"Female"	"F"	2063126
	"2006"	"2006"	"20 years"	"20"	"Male"	"M"	2184969
	"2006"	"2006"	"21 years"	"21"	"Female"	"F"	2067384
	"2006"	"2006"	"21 years"	"21"	"Male"	"M"	2191406
	"2006"	"2006"	"22 years"	"22"	"Female"	"F"	2009498
	"2006"	"2006"	"22 years"	"22"	"Male"	"M"	2132034
	"2006"	"2006"	"23 years"	"23"	"Female"	"F"	2036060
	"2006"	"2006"	"23 years"	"23"	"Male"	"M"	2150367
